date,time,open,high,low,close,volume
2025.01.03,21:00,157.157,157.216,157.093,157.201,2677
2025.01.03,22:00,157.201,157.348,157.128,157.335,3036
2025.01.03,23:00,157.333,157.369,157.211,157.279,1979
2025.01.06,00:00,157.085,157.379,157.085,157.329,422
2025.01.06,01:00,157.357,157.528,157.334,157.492,4913
2025.01.06,02:00,157.496,157.827,157.488,157.589,8801
2025.01.06,03:00,157.589,157.663,157.474,157.617,6484
2025.01.06,04:00,157.618,157.773,157.555,157.715,6142
2025.01.06,05:00,157.712,157.777,157.642,157.714,6401
2025.01.06,06:00,157.715,157.747,157.648,157.717,4430
2025.01.06,07:00,157.717,157.805,157.667,157.77,4083
2025.01.06,08:00,157.772,157.79,157.615,157.648,5094
2025.01.06,09:00,157.64,157.693,157.525,157.653,4186
2025.01.06,10:00,157.653,157.763,157.609,157.664,7836
2025.01.06,11:00,157.663,157.762,157.58,157.736,6438
2025.01.06,12:00,157.736,157.904,157.68,157.902,5073
2025.01.06,13:00,157.893,157.961,157.149,157.2,16488
2025.01.06,14:00,157.195,157.21,156.61,156.785,13756
2025.01.06,15:00,156.785,156.811,156.229,156.602,14775
2025.01.06,16:00,156.602,157.41,156.452,157.264,15948
2025.01.06,17:00,157.263,157.654,157.184,157.531,11705
2025.01.06,18:00,157.526,157.609,157.338,157.531,7043
2025.01.06,19:00,157.534,157.596,157.462,157.506,5027
2025.01.06,20:00,157.509,157.665,157.425,157.534,5356
2025.01.06,21:00,157.535,157.583,157.465,157.537,4656
2025.01.06,22:00,157.538,157.636,157.481,157.611,3203
2025.01.06,23:00,157.61,157.659,157.391,157.61,2868
2025.01.07,00:00,157.609,157.635,157.475,157.598,714
2025.01.07,01:00,157.575,157.809,157.57,157.739,2677
2025.01.07,02:00,157.74,158.22,157.737,158.092,11402
2025.01.07,03:00,158.096,158.414,158.034,158.298,8620
2025.01.07,04:00,158.301,158.317,158.133,158.273,5927
2025.01.07,05:00,158.269,158.307,158.079,158.121,5497
2025.01.07,06:00,158.12,158.149,158.007,158.067,4255
2025.01.07,07:00,158.069,158.153,157.78,157.862,6040
2025.01.07,08:00,157.862,157.862,157.666,157.743,5887
2025.01.07,09:00,157.743,157.794,157.451,157.493,10455
2025.01.07,10:00,157.493,157.601,157.39,157.415,13212
2025.01.07,11:00,157.422,157.676,157.362,157.597,8222
2025.01.07,12:00,157.596,157.773,157.551,157.733,6956
2025.01.07,13:00,157.745,157.844,157.61,157.713,5661
2025.01.07,14:00,157.712,157.847,157.672,157.742,4684
2025.01.07,15:00,157.738,157.78,157.573,157.673,7580
2025.01.07,16:00,157.67,157.831,157.523,157.774,9382
2025.01.07,17:00,157.771,158.42,157.765,157.934,16777
2025.01.07,18:00,157.933,158.031,157.601,157.832,13896
2025.01.07,19:00,157.831,157.852,157.619,157.691,9320
2025.01.07,20:00,157.692,157.918,157.574,157.832,6388
2025.01.07,21:00,157.84,157.866,157.744,157.772,4390
2025.01.07,22:00,157.771,157.862,157.729,157.861,3870
2025.01.07,23:00,157.864,158.088,157.864,158.041,3898
2025.01.08,00:00,158.03,158.05,157.973,158.019,1438
2025.01.08,01:00,158.045,158.242,158.016,158.223,4025
2025.01.08,02:00,158.224,158.229,157.89,158.157,8764
2025.01.08,03:00,158.157,158.172,157.921,157.957,8035
2025.01.08,04:00,157.955,158.139,157.926,158.098,6016
2025.01.08,05:00,158.099,158.211,158.064,158.188,5691
2025.01.08,06:00,158.187,158.259,158.15,158.215,3342
2025.01.08,07:00,158.214,158.265,158.084,158.164,4270
2025.01.08,08:00,158.165,158.173,157.986,158.05,4575
2025.01.08,09:00,158.046,158.134,157.926,158.105,7210
2025.01.08,10:00,158.102,158.279,158.088,158.246,8168
2025.01.08,11:00,158.246,158.247,158.045,158.16,5858
2025.01.08,12:00,158.16,158.347,158.14,158.32,5425
2025.01.08,13:00,158.318,158.549,158.305,158.365,9285
2025.01.08,14:00,158.365,158.543,158.343,158.506,8438
2025.01.08,15:00,158.506,158.506,158.164,158.219,16778
2025.01.08,16:00,158.219,158.458,158.138,158.347,12050
2025.01.08,17:00,158.345,158.413,158.214,158.368,9994
2025.01.08,18:00,158.371,158.441,158.281,158.315,7858
2025.01.08,19:00,158.32,158.489,158.305,158.383,5529
2025.01.08,20:00,158.383,158.498,158.263,158.407,6918
2025.01.08,21:00,158.408,158.518,158.346,158.465,6834
2025.01.08,22:00,158.458,158.458,158.325,158.357,5892
2025.01.08,23:00,158.356,158.434,158.325,158.333,4344
2025.01.09,00:00,158.332,158.332,158.223,158.283,1867
2025.01.09,01:00,158.26,158.4,158.17,158.192,4260
2025.01.09,02:00,158.192,158.32,158.089,158.259,7173
2025.01.09,03:00,158.258,158.284,158.059,158.096,6126
2025.01.09,04:00,158.108,158.137,157.982,158.087,4910
2025.01.09,05:00,158.087,158.089,157.906,157.965,4538
2025.01.09,06:00,157.96,157.975,157.753,157.919,5179
2025.01.09,07:00,157.917,158.142,157.878,158.055,5906
2025.01.09,08:00,158.049,158.185,158.02,158.139,6066
2025.01.09,09:00,158.132,158.198,158.017,158.181,7494
2025.01.09,10:00,158.18,158.283,158.053,158.123,8648
2025.01.09,11:00,158.125,158.172,157.999,158.073,7199
2025.01.09,12:00,158.075,158.098,157.945,157.992,5881
2025.01.09,13:00,157.993,158.022,157.812,157.905,5973
2025.01.09,14:00,157.906,157.927,157.644,157.743,6854
2025.01.09,15:00,157.744,157.843,157.564,157.653,7289
2025.01.09,16:00,157.653,157.861,157.641,157.807,6055
2025.01.09,17:00,157.808,157.973,157.805,157.97,7085
2025.01.09,18:00,157.97,158.02,157.912,158.001,5570
2025.01.09,19:00,158.004,158.133,157.976,158.099,4808
2025.01.09,20:00,158.103,158.158,158.056,158.071,2475
2025.01.09,21:00,158.071,158.121,158.052,158.11,2172
2025.01.09,22:00,158.111,158.124,158.074,158.121,1688
2025.01.09,23:00,158.119,158.144,158.073,158.107,1881
2025.01.10,00:00,158.096,158.179,158.061,158.107,872
2025.01.10,01:00,158.087,158.173,157.999,158.03,3088
2025.01.10,02:00,158.028,158.224,157.936,158.002,9093
2025.01.10,03:00,158.003,158.17,157.92,158.127,8392
2025.01.10,04:00,158.128,158.278,158.096,158.253,5934
2025.01.10,05:00,158.251,158.271,158.175,158.23,4212
2025.01.10,06:00,158.23,158.403,158.216,158.384,4563
2025.01.10,07:00,158.385,158.421,158.343,158.402,5400
2025.01.10,08:00,158.4,158.415,158.301,158.314,4979
2025.01.10,09:00,158.316,158.439,158.25,158.384,6202
2025.01.10,10:00,158.383,158.422,157.741,157.821,10982
2025.01.10,11:00,157.822,157.944,157.617,157.928,10739
2025.01.10,12:00,157.929,158.12,157.851,158.069,7099
2025.01.10,13:00,158.07,158.162,157.986,157.986,6418
2025.01.10,14:00,157.985,158.02,157.884,157.981,4955
2025.01.10,15:00,157.976,158.878,157.876,158.548,16258
2025.01.10,16:00,158.547,158.652,157.757,157.972,18962
2025.01.10,17:00,157.972,158.154,157.213,157.546,18880
2025.01.10,18:00,157.55,157.869,157.531,157.679,12457
2025.01.10,19:00,157.68,157.792,157.566,157.663,6685
2025.01.10,20:00,157.667,157.949,157.657,157.894,4641
2025.01.10,21:00,157.896,157.982,157.796,157.863,4181
2025.01.10,22:00,157.865,157.933,157.8,157.8,3208
2025.01.10,23:00,157.803,157.811,157.675,157.724,3127
2025.01.13,00:00,157.711,157.758,157.569,157.707,830
2025.01.13,01:00,157.707,157.926,157.677,157.894,2652
2025.01.13,02:00,157.89,157.965,157.777,157.789,4847
2025.01.13,03:00,157.789,157.866,157.254,157.446,7525
2025.01.13,04:00,157.445,157.65,157.388,157.516,5511
2025.01.13,05:00,157.514,157.642,157.4,157.414,5355
2025.01.13,06:00,157.414,157.577,157.406,157.544,4042
2025.01.13,07:00,157.543,157.544,157.269,157.406,4414
2025.01.13,08:00,157.404,157.593,157.236,157.525,5465
2025.01.13,09:00,157.523,157.546,157.286,157.46,9617
2025.01.13,10:00,157.459,157.665,157.377,157.601,11432
2025.01.13,11:00,157.601,157.613,157.029,157.105,11401
2025.01.13,12:00,157.106,157.429,157.006,157.418,8271
2025.01.13,13:00,157.421,157.466,157.217,157.308,6957
2025.01.13,14:00,157.307,157.455,156.918,157.03,8160
2025.01.13,15:00,157.029,157.196,156.9,157.193,11909
2025.01.13,16:00,157.192,157.419,157.093,157.339,11761
2025.01.13,17:00,157.341,157.58,157.296,157.514,11435
2025.01.13,18:00,157.515,157.782,157.46,157.511,8272
2025.01.13,19:00,157.511,157.564,157.298,157.329,6590
2025.01.13,20:00,157.327,157.524,157.287,157.477,5232
2025.01.13,21:00,157.476,157.815,157.476,157.8,6463
2025.01.13,22:00,157.803,157.808,157.598,157.639,5789
2025.01.13,23:00,157.642,157.692,157.449,157.457,3863
2025.01.14,00:00,157.453,157.475,157.17,157.282,1881
2025.01.14,01:00,157.327,157.446,157.106,157.308,5229
2025.01.14,02:00,157.308,157.577,157.143,157.524,8948
2025.01.14,03:00,157.525,158.026,157.076,157.436,12328
2025.01.14,04:00,157.436,157.73,157.431,157.692,7313
2025.01.14,05:00,157.692,157.75,157.52,157.545,5606
2025.01.14,06:00,157.542,157.577,157.453,157.477,4925
2025.01.14,07:00,157.476,157.72,157.345,157.565,7432
2025.01.14,08:00,157.578,157.692,157.444,157.48,5296
2025.01.14,09:00,157.48,157.549,157.29,157.516,9825
2025.01.14,10:00,157.516,157.723,157.377,157.686,9257
2025.01.14,11:00,157.684,158.023,157.679,157.937,9977
2025.01.14,12:00,157.936,157.976,157.819,157.821,5987
2025.01.14,13:00,157.82,157.951,157.82,157.927,5156
2025.01.14,14:00,157.926,158.127,157.829,157.86,7082
2025.01.14,15:00,157.858,157.92,157.383,157.771,14464
2025.01.14,16:00,157.773,157.914,157.619,157.797,13012
2025.01.14,17:00,157.798,158.139,157.738,157.96,13132
2025.01.14,18:00,157.961,158.073,157.818,157.951,11229
2025.01.14,19:00,157.95,158.192,157.895,158.124,6208
2025.01.14,20:00,158.123,158.137,157.976,158.003,3654
2025.01.14,21:00,158.004,158.071,157.903,157.932,3007
2025.01.14,22:00,157.936,157.984,157.861,157.979,2667
2025.01.14,23:00,157.978,158.015,157.92,157.952,2746
2025.01.15,00:00,157.919,158.016,157.853,157.941,798
2025.01.15,01:00,157.924,158.061,157.905,158.032,2494
2025.01.15,02:00,158.034,158.084,157.889,157.974,6553
2025.01.15,03:00,157.98,158.028,157.818,157.898,6546
2025.01.15,04:00,157.897,157.974,157.873,157.935,3780
2025.01.15,05:00,157.934,157.947,157.835,157.886,3939
2025.01.15,06:00,157.888,157.934,157.578,157.604,5701
2025.01.15,07:00,157.602,157.603,157.184,157.309,9733
2025.01.15,08:00,157.306,157.443,157.27,157.343,6770
2025.01.15,09:00,157.343,157.343,156.831,156.877,9372
2025.01.15,10:00,156.871,157.208,156.71,157.106,9800
2025.01.15,11:00,157.106,157.12,156.696,156.853,9684
2025.01.15,12:00,156.856,156.926,156.739,156.789,6267
2025.01.15,13:00,156.787,157.051,156.707,157.011,6085
2025.01.15,14:00,157.012,157.048,156.847,156.97,5947
2025.01.15,15:00,156.975,157.087,156.24,156.394,14677
2025.01.15,16:00,156.391,156.456,155.935,156.273,15533
2025.01.15,17:00,156.273,156.523,156.068,156.287,13713
2025.01.15,18:00,156.286,156.728,156.281,156.591,11757
2025.01.15,19:00,156.597,156.604,156.471,156.538,6264
2025.01.15,20:00,156.548,156.573,156.393,156.496,4427
2025.01.15,21:00,156.496,156.563,156.427,156.46,3016
2025.01.15,22:00,156.459,156.5,156.401,156.425,2725
2025.01.15,23:00,156.44,156.548,156.434,156.454,3180
2025.01.16,00:00,156.444,156.444,156.306,156.353,888
2025.01.16,01:00,156.395,156.403,156.203,156.218,3096
2025.01.16,02:00,156.219,156.525,156.156,156.172,8003
2025.01.16,03:00,156.172,156.182,155.475,155.553,11684
2025.01.16,04:00,155.552,155.774,155.195,155.727,10749
2025.01.16,05:00,155.727,155.858,155.693,155.776,6849
2025.01.16,06:00,155.775,155.968,155.595,155.94,4840
2025.01.16,07:00,155.94,156.112,155.934,156.1,6017
2025.01.16,08:00,156.101,156.308,156.017,156.096,6780
2025.01.16,09:00,156.097,156.237,156.015,156.175,6658
2025.01.16,10:00,156.174,156.224,155.855,155.887,8710
2025.01.16,11:00,155.885,155.931,155.601,155.679,7212
2025.01.16,12:00,155.679,155.765,155.622,155.663,5792
2025.01.16,13:00,155.66,155.873,155.641,155.781,5275
2025.01.16,14:00,155.78,156.193,155.773,156.098,7239
2025.01.16,15:00,156.104,156.363,155.832,155.904,13622
2025.01.16,16:00,155.909,156.173,155.887,156.12,12813
2025.01.16,17:00,156.114,156.192,155.38,155.421,15439
2025.01.16,18:00,155.42,155.551,155.091,155.431,13229
2025.01.16,19:00,155.427,155.507,155.163,155.261,8375
2025.01.16,20:00,155.262,155.383,155.138,155.342,4517
2025.01.16,21:00,155.349,155.376,155.16,155.287,4540
2025.01.16,22:00,155.286,155.312,155.161,155.193,3442
2025.01.16,23:00,155.195,155.226,155.078,155.084,2613
2025.01.17,00:00,155.099,155.195,155.059,155.157,887
2025.01.17,01:00,155.14,155.4,155.14,155.353,3166
2025.01.17,02:00,155.351,155.477,154.975,155.183,8628
2025.01.17,03:00,155.184,155.364,155.129,155.214,8069
2025.01.17,04:00,155.214,155.461,155.149,155.42,7099
2025.01.17,05:00,155.422,155.459,155.338,155.434,5542
2025.01.17,06:00,155.436,155.494,155.358,155.385,4399
2025.01.17,07:00,155.386,155.687,155.353,155.552,6278
2025.01.17,08:00,155.553,155.732,155.51,155.639,6505
2025.01.17,09:00,155.634,155.77,155.517,155.603,7341
2025.01.17,10:00,155.607,155.717,155.396,155.7,7020
2025.01.17,11:00,155.7,155.843,155.396,155.731,8846
2025.01.17,12:00,155.732,155.781,155.599,155.761,7105
2025.01.17,13:00,155.771,155.795,155.625,155.682,5480
2025.01.17,14:00,155.684,155.745,155.576,155.719,6248
2025.01.17,15:00,155.719,155.719,155.547,155.674,8711
2025.01.17,16:00,155.684,156.189,155.649,156.038,12695
2025.01.17,17:00,156.04,156.133,155.768,156.105,12772
2025.01.17,18:00,156.102,156.37,156.094,156.297,9124
2025.01.17,19:00,156.298,156.338,156.215,156.25,5242
2025.01.17,20:00,156.249,156.283,156.111,156.178,3961
2025.01.17,21:00,156.179,156.228,156.116,156.141,3257
2025.01.17,22:00,156.14,156.192,156.095,156.148,2854
2025.01.17,23:00,156.145,156.304,156.118,156.287,2770
2025.01.20,00:00,156.228,156.322,156.163,156.283,716
2025.01.20,01:00,156.274,156.582,156.223,156.306,3552
2025.01.20,02:00,156.307,156.361,155.969,155.969,6463
2025.01.20,03:00,155.983,156.107,155.856,155.915,7715
2025.01.20,04:00,155.914,156.049,155.874,155.936,6329
2025.01.20,05:00,155.937,155.961,155.697,155.729,5128
2025.01.20,06:00,155.728,156.023,155.721,155.966,4225
2025.01.20,07:00,155.966,156.064,155.885,156.06,4618
2025.01.20,08:00,156.062,156.195,156.002,156.195,5418
2025.01.20,09:00,156.194,156.283,155.951,155.98,6428
2025.01.20,10:00,155.979,156.179,155.937,156.143,6574
2025.01.20,11:00,156.152,156.36,156.121,156.271,5649
2025.01.20,12:00,156.266,156.401,156.219,156.359,4761
2025.01.20,13:00,156.374,156.456,156.306,156.338,3371
2025.01.20,14:00,156.338,156.45,156.269,156.361,4676
2025.01.20,15:00,156.37,156.466,155.709,155.711,14489
2025.01.20,16:00,155.71,155.914,155.403,155.546,15875
2025.01.20,17:00,155.547,155.926,155.514,155.687,12511
2025.01.20,18:00,155.686,155.721,155.589,155.679,6951
2025.01.20,19:00,155.68,156.062,155.614,155.808,11570
2025.01.20,20:00,155.807,155.897,155.675,155.695,6286
2025.01.20,21:00,155.693,155.766,155.581,155.631,6935
2025.01.20,22:00,155.633,155.642,155.478,155.598,6047
2025.01.20,23:00,155.602,155.717,155.503,155.556,9416
2025.01.21,00:00,155.599,155.647,155.439,155.633,1264
2025.01.21,01:00,155.586,155.656,155.16,155.263,7136
2025.01.21,02:00,155.266,156.236,154.892,156.025,15625
2025.01.21,03:00,156.024,156.18,155.45,155.542,17457
2025.01.21,04:00,155.542,155.576,154.94,155.128,11814
2025.01.21,05:00,155.129,155.244,154.763,155.186,9910
2025.01.21,06:00,155.187,155.189,154.938,155.067,6311
2025.01.21,07:00,155.068,155.323,154.99,155.298,6620
2025.01.21,08:00,155.304,155.55,155.304,155.504,6883
2025.01.21,09:00,155.502,155.744,155.484,155.663,8708
2025.01.21,10:00,155.663,155.769,155.602,155.731,8679
2025.01.21,11:00,155.731,155.954,155.696,155.887,9029
2025.01.21,12:00,155.884,155.993,155.799,155.975,7087
2025.01.21,13:00,155.978,156.051,155.859,155.903,6886
2025.01.21,14:00,155.903,155.943,155.701,155.819,7565
2025.01.21,15:00,155.818,155.833,155.449,155.486,9112
2025.01.21,16:00,155.482,155.671,155.324,155.581,11611
2025.01.21,17:00,155.58,155.73,155.24,155.317,12943
2025.01.21,18:00,155.327,155.566,155.298,155.488,8849
2025.01.21,19:00,155.491,155.574,155.409,155.561,5456
2025.01.21,20:00,155.562,155.594,155.418,155.5,5149
2025.01.21,21:00,155.499,155.584,155.464,155.544,4583
2025.01.21,22:00,155.545,155.592,155.508,155.517,3527
2025.01.21,23:00,155.514,155.554,155.409,155.441,2332
2025.01.22,00:00,155.487,155.501,155.403,155.438,1320
2025.01.22,01:00,155.399,155.826,155.397,155.731,6260
2025.01.22,02:00,155.743,155.767,155.338,155.425,9264
2025.01.22,03:00,155.413,155.717,155.39,155.673,7398
2025.01.22,04:00,155.674,155.762,155.618,155.729,5622
2025.01.22,05:00,155.727,155.956,155.677,155.914,4734
2025.01.22,06:00,155.913,155.925,155.708,155.791,4191
2025.01.22,07:00,155.779,155.948,155.776,155.82,3893
2025.01.22,08:00,155.819,155.972,155.672,155.871,6285
2025.01.22,09:00,155.873,156.069,155.788,156.04,6741
2025.01.22,10:00,156.036,156.11,155.544,155.718,10549
2025.01.22,11:00,155.718,155.815,155.642,155.667,6667
2025.01.22,12:00,155.666,155.775,155.624,155.754,5972
2025.01.22,13:00,155.752,155.894,155.707,155.86,4180
2025.01.22,14:00,155.861,156.051,155.795,155.808,5228
2025.01.22,15:00,155.809,155.959,155.733,155.88,6400
2025.01.22,16:00,155.881,156.178,155.804,156.141,9061
2025.01.22,17:00,156.14,156.418,156.04,156.392,9228
2025.01.22,18:00,156.389,156.639,156.367,156.611,7113
2025.01.22,19:00,156.611,156.704,156.55,156.609,5647
2025.01.22,20:00,156.608,156.62,156.489,156.567,3914
2025.01.22,21:00,156.573,156.586,156.463,156.518,3480
2025.01.22,22:00,156.517,156.557,156.44,156.544,3501
2025.01.22,23:00,156.543,156.588,156.499,156.506,3093
2025.01.23,00:00,156.471,156.471,156.388,156.412,557
2025.01.23,01:00,156.399,156.51,156.334,156.434,3065
2025.01.23,02:00,156.42,156.458,156.304,156.389,6781
2025.01.23,03:00,156.391,156.559,156.277,156.54,6289
2025.01.23,04:00,156.543,156.606,156.442,156.48,4599
2025.01.23,05:00,156.48,156.557,156.47,156.494,3599
2025.01.23,06:00,156.492,156.614,156.47,156.577,3163
2025.01.23,07:00,156.578,156.748,156.576,156.694,4904
2025.01.23,08:00,156.695,156.72,156.477,156.604,4677
2025.01.23,09:00,156.612,156.687,156.508,156.606,6487
2025.01.23,10:00,156.608,156.627,156.448,156.484,7330
2025.01.23,11:00,156.484,156.543,156.341,156.376,7091
2025.01.23,12:00,156.375,156.398,156.195,156.393,5322
2025.01.23,13:00,156.395,156.553,156.361,156.539,3770
2025.01.23,14:00,156.54,156.591,156.362,156.396,4256
2025.01.23,15:00,156.395,156.418,156.091,156.196,8689
2025.01.23,16:00,156.186,156.399,156.123,156.239,7058
2025.01.23,17:00,156.238,156.47,156.139,156.163,7888
2025.01.23,18:00,156.162,156.38,155.849,155.993,13889
2025.01.23,19:00,155.995,156.129,155.87,155.913,5192
2025.01.23,20:00,155.907,155.998,155.866,155.995,3343
2025.01.23,21:00,155.996,156.033,155.735,155.796,3009
2025.01.23,22:00,155.796,155.971,155.745,155.968,3561
2025.01.23,23:00,155.967,156.067,155.945,156.039,1908
2025.01.24,00:00,156.038,156.052,155.969,156.022,488
2025.01.24,01:00,156.035,156.173,155.91,156.139,2278
2025.01.24,02:00,156.123,156.275,155.998,156.246,6640
2025.01.24,03:00,156.242,156.348,156.127,156.301,4591
2025.01.24,04:00,156.309,156.372,155.877,155.98,7992
2025.01.24,05:00,155.981,156.417,155.413,155.482,12179
2025.01.24,06:00,155.482,155.514,154.993,155.229,9310
2025.01.24,07:00,155.231,155.466,155.094,155.354,6773
2025.01.24,08:00,155.355,155.759,154.83,155.359,11029
2025.01.24,09:00,155.359,155.611,155.205,155.383,11515
2025.01.24,10:00,155.382,155.445,154.926,155.379,11965
2025.01.24,11:00,155.381,155.624,155.11,155.573,10464
2025.01.24,12:00,155.575,155.963,155.536,155.897,8093
2025.01.24,13:00,155.896,156.099,155.892,156.095,6123
2025.01.24,14:00,156.101,156.463,156.058,156.447,7088
2025.01.24,15:00,156.448,156.572,156.23,156.318,8910
2025.01.24,16:00,156.321,156.488,156.113,156.311,11796
2025.01.24,17:00,156.315,156.39,155.619,155.724,12195
2025.01.24,18:00,155.724,155.807,155.569,155.575,8718
2025.01.24,19:00,155.576,155.755,155.507,155.732,4184
2025.01.24,20:00,155.738,156.021,155.718,155.926,3676
2025.01.24,21:00,155.932,155.96,155.767,155.808,2904
2025.01.24,22:00,155.82,155.978,155.811,155.896,2398
2025.01.24,23:00,155.902,155.975,155.863,155.963,1721
2025.01.27,00:00,155.617,155.805,155.617,155.753,368
2025.01.27,01:00,155.73,155.821,155.558,155.711,4833
2025.01.27,02:00,155.717,155.843,155.38,155.519,6972
2025.01.27,03:00,155.53,155.591,155.275,155.483,7710
2025.01.27,04:00,155.486,155.661,155.41,155.623,4645
2025.01.27,05:00,155.623,155.867,155.607,155.785,5156
2025.01.27,06:00,155.789,156.055,155.785,156.007,3761
2025.01.27,07:00,156.006,156.09,155.933,156.05,5127
2025.01.27,08:00,156.051,156.242,155.961,155.991,6276
2025.01.27,09:00,155.993,155.993,155.672,155.87,9173
2025.01.27,10:00,155.872,155.904,155.041,155.131,11340
2025.01.27,11:00,155.129,155.187,154.453,154.599,13075
2025.01.27,12:00,154.597,154.597,153.728,153.974,14094
2025.01.27,13:00,153.97,154.084,153.709,153.961,13561
2025.01.27,14:00,153.958,154.226,153.851,154.037,10817
2025.01.27,15:00,154.04,154.457,153.892,154.2,12244
2025.01.27,16:00,154.2,154.389,153.941,154.365,12901
2025.01.27,17:00,154.367,154.679,154.219,154.339,12408
2025.01.27,18:00,154.338,154.419,154.093,154.216,9007
2025.01.27,19:00,154.214,154.43,154.172,154.291,7456
2025.01.27,20:00,154.291,154.584,154.217,154.428,7147
2025.01.27,21:00,154.421,154.716,154.421,154.537,5924
2025.01.27,22:00,154.542,154.696,154.525,154.581,4521
2025.01.27,23:00,154.578,154.655,154.454,154.492,2590
2025.01.28,00:00,154.489,154.548,154.427,154.518,450
2025.01.28,01:00,154.54,154.972,154.503,154.917,8192
2025.01.28,02:00,154.915,155.154,154.783,155.133,9880
2025.01.28,03:00,155.134,155.639,155.11,155.49,8543
2025.01.28,04:00,155.489,155.668,155.4,155.538,8207
2025.01.28,05:00,155.536,155.735,155.477,155.733,5760
2025.01.28,06:00,155.732,155.945,155.714,155.781,5401
2025.01.28,07:00,155.778,155.829,155.639,155.694,4012
2025.01.28,08:00,155.692,155.841,155.509,155.77,5436
2025.01.28,09:00,155.771,155.973,155.657,155.861,7526
2025.01.28,10:00,155.863,155.928,155.541,155.724,9595
2025.01.28,11:00,155.713,155.816,155.243,155.444,8843
2025.01.28,12:00,155.446,155.496,155.197,155.462,6198
2025.01.28,13:00,155.465,155.493,155.239,155.433,4739
2025.01.28,14:00,155.433,155.483,155.24,155.265,6646
2025.01.28,15:00,155.264,155.561,155.208,155.479,8295
2025.01.28,16:00,155.48,155.559,155.04,155.302,9983
2025.01.28,17:00,155.292,155.737,155.193,155.706,10307
2025.01.28,18:00,155.707,155.756,155.571,155.645,8112
2025.01.28,19:00,155.643,155.694,155.544,155.597,3979
2025.01.28,20:00,155.598,155.678,155.511,155.678,4670
2025.01.28,21:00,155.675,155.724,155.501,155.532,4694
2025.01.28,22:00,155.531,155.598,155.482,155.508,3476
2025.01.28,23:00,155.511,155.559,155.482,155.486,2468
2025.01.29,00:00,155.486,155.529,155.463,155.516,203
2025.01.29,01:00,155.528,155.61,155.492,155.56,1787
2025.01.29,02:00,155.561,155.649,155.419,155.628,5848
2025.01.29,03:00,155.631,155.786,155.579,155.702,4929
2025.01.29,04:00,155.701,155.781,155.584,155.616,3753
2025.01.29,05:00,155.615,155.62,155.314,155.422,4007
2025.01.29,06:00,155.423,155.428,155.223,155.287,3742
2025.01.29,07:00,155.288,155.298,154.991,155.012,3891
2025.01.29,08:00,155.015,155.308,154.998,155.211,5821
2025.01.29,09:00,155.213,155.403,155.126,155.277,6916
2025.01.29,10:00,155.284,155.334,155.004,155.15,7731
2025.01.29,11:00,155.148,155.356,155.087,155.342,6578
2025.01.29,12:00,155.341,155.445,155.309,155.373,4623
2025.01.29,13:00,155.374,155.519,155.312,155.419,4646
2025.01.29,14:00,155.418,155.484,155.311,155.351,6185
2025.01.29,15:00,155.351,155.462,155.251,155.412,7523
2025.01.29,16:00,155.411,155.435,155.169,155.19,6352
2025.01.29,17:00,155.192,155.32,154.933,155.006,8900
2025.01.29,18:00,155.002,155.238,154.961,155.219,7477
2025.01.29,19:00,155.215,155.224,155.042,155.053,5034
2025.01.29,20:00,155.053,155.173,154.992,155.122,4765
2025.01.29,21:00,155.115,155.609,155.035,155.24,14465
2025.01.29,22:00,155.241,155.388,155.092,155.349,9467
2025.01.29,23:00,155.354,155.373,155.178,155.201,4321
2025.01.30,00:00,155.21,155.226,155.121,155.168,515
2025.01.30,01:00,155.147,155.252,155.034,155.166,7050
2025.01.30,02:00,155.165,155.195,154.657,154.719,8483
2025.01.30,03:00,154.725,154.725,154.454,154.632,7921
2025.01.30,04:00,154.631,154.659,154.27,154.376,8512
2025.01.30,05:00,154.376,154.547,154.301,154.529,6223
2025.01.30,06:00,154.529,154.68,154.469,154.59,4297
2025.01.30,07:00,154.596,154.633,154.406,154.481,4099
2025.01.30,08:00,154.481,154.733,154.344,154.431,4982
2025.01.30,09:00,154.432,154.629,154.363,154.492,5279
2025.01.30,10:00,154.505,154.646,154.421,154.481,7623
2025.01.30,11:00,154.474,154.588,154.308,154.439,7806
2025.01.30,12:00,154.438,154.534,154.344,154.489,5478
2025.01.30,13:00,154.487,154.599,154.411,154.583,5290
2025.01.30,14:00,154.585,154.592,154.086,154.143,6201
2025.01.30,15:00,154.141,154.263,153.826,153.902,13046
2025.01.30,16:00,153.904,154.222,153.836,154.054,12780
2025.01.30,17:00,154.055,154.148,153.782,154.131,11020
2025.01.30,18:00,154.134,154.472,154.062,154.411,7969
2025.01.30,19:00,154.415,154.441,154.248,154.295,5801
2025.01.30,20:00,154.294,154.492,154.287,154.371,4132
2025.01.30,21:00,154.37,154.378,154.083,154.108,4372
2025.01.30,22:00,154.107,154.449,153.989,154.246,8189
2025.01.30,23:00,154.251,154.452,154.18,154.284,5259
2025.01.31,00:00,154.28,154.28,154.104,154.193,520
2025.01.31,01:00,154.171,154.495,154.054,154.088,4192
2025.01.31,02:00,154.091,154.361,154.014,154.306,6609
2025.01.31,03:00,154.307,154.315,153.913,154.088,8641
2025.01.31,04:00,154.088,154.214,153.929,154.165,5643
2025.01.31,05:00,154.168,154.422,154.146,154.348,4861
2025.01.31,06:00,154.347,154.443,154.308,154.437,4288
